Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,120V,Trigger Level,120V,Trigger Level,120V,
Source,CH1,Source,CH2,Source,Math,
Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+00,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,5.000E+00,Vertical Scale,1.000E+02,Vertical Scale,1.000E+02,
Vertical Position,-1.120E+01,Vertical Position,-2.400E+02,Vertical Position,0.000E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-08,Horizontal Scale,5.000E-08,Horizontal Scale,2.000E-07,
Horizontal Position,1.305E-07,Horizontal Position,1.305E-07,Horizontal Position,0.000E+00,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,1.000E-09,Sampling Period,1.000E-09,Sampling Period,1.000E-09,
Firmware,V1.21,Firmware,V1.21,Firmware,V1.21,
Time,11-Jun-22 15:12:41,Time,11-Jun-22 15:12:41,Time,11-Jun-22 15:12:41,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
3.145000e-07,0.800000,3.145000e-07,0.000000,1.840000e-07,-512.000000,
3.155000e-07,0.800000,3.155000e-07,0.000000,1.850000e-07,-512.000000,
3.165000e-07,0.800000,3.165000e-07,4.000000,1.860000e-07,-512.000000,
3.175000e-07,1.000000,3.175000e-07,0.000000,1.870000e-07,-512.000000,
3.185000e-07,0.800000,3.185000e-07,4.000000,1.880000e-07,-512.000000,
3.195000e-07,1.000000,3.195000e-07,4.000000,1.890000e-07,-512.000000,
3.205000e-07,1.000000,3.205000e-07,4.000000,1.900000e-07,-512.000000,
3.215000e-07,1.000000,3.215000e-07,4.000000,1.910000e-07,-512.000000,
3.225000e-07,1.000000,3.225000e-07,4.000000,1.920000e-07,-512.000000,
3.235000e-07,1.200000,3.235000e-07,8.000000,1.930000e-07,-512.000000,
3.245000e-07,1.000000,3.245000e-07,4.000000,1.940000e-07,-512.000000,
3.255000e-07,1.000000,3.255000e-07,4.000000,1.950000e-07,-512.000000,
3.265000e-07,1.000000,3.265000e-07,8.000000,1.960000e-07,-512.000000,
3.275000e-07,1.200000,3.275000e-07,8.000000,1.970000e-07,-512.000000,
3.285000e-07,1.200000,3.285000e-07,8.000000,1.980000e-07,-512.000000,
3.295000e-07,1.200000,3.295000e-07,4.000000,1.990000e-07,-512.000000,
3.305000e-07,1.200000,3.305000e-07,8.000000,2.000000e-07,-512.000000,
3.315000e-07,1.200000,3.315000e-07,4.000000,2.010000e-07,-512.000000,
3.325000e-07,1.200000,3.325000e-07,8.000000,2.020000e-07,-512.000000,
3.335000e-07,1.200000,3.335000e-07,4.000000,2.030000e-07,-512.000000,
3.345000e-07,1.200000,3.345000e-07,4.000000,2.040000e-07,-512.000000,
3.355000e-07,1.200000,3.355000e-07,4.000000,2.050000e-07,-512.000000,
3.365000e-07,1.200000,3.365000e-07,4.000000,2.060000e-07,-512.000000,
3.375000e-07,1.200000,3.375000e-07,4.000000,2.070000e-07,-512.000000,
3.385000e-07,1.200000,3.385000e-07,4.000000,2.080000e-07,-512.000000,
3.395000e-07,1.200000,3.395000e-07,4.000000,2.090000e-07,-512.000000,
3.405000e-07,1.200000,3.405000e-07,4.000000,2.100000e-07,-512.000000,
3.415000e-07,1.200000,3.415000e-07,4.000000,2.110000e-07,-512.000000,
3.425000e-07,1.200000,3.425000e-07,4.000000,2.120000e-07,-512.000000,
3.435000e-07,1.200000,3.435000e-07,4.000000,2.130000e-07,-512.000000,
3.445000e-07,1.200000,3.445000e-07,4.000000,2.140000e-07,-512.000000,
3.455000e-07,1.200000,3.455000e-07,4.000000,2.150000e-07,-512.000000,
3.465000e-07,1.400000,3.465000e-07,4.000000,2.160000e-07,-512.000000,
3.475000e-07,1.400000,3.475000e-07,4.000000,2.170000e-07,-512.000000,
3.485000e-07,1.400000,3.485000e-07,4.000000,2.180000e-07,-512.000000,
3.495000e-07,1.400000,3.495000e-07,4.000000,2.190000e-07,-512.000000,
3.505000e-07,1.600000,3.505000e-07,4.000000,2.200000e-07,-512.000000,
3.515000e-07,1.400000,3.515000e-07,4.000000,2.210000e-07,-512.000000,
3.525000e-07,1.600000,3.525000e-07,4.000000,2.220000e-07,-512.000000,
3.535000e-07,1.600000,3.535000e-07,8.000000,2.230000e-07,-512.000000,
3.545000e-07,1.600000,3.545000e-07,8.000000,2.240000e-07,-512.000000,
3.555000e-07,1.600000,3.555000e-07,8.000000,2.250000e-07,-512.000000,
3.565000e-07,1.800000,3.565000e-07,8.000000,2.260000e-07,-512.000000,
3.575000e-07,1.800000,3.575000e-07,8.000000,2.270000e-07,-512.000000,
3.585000e-07,2.000000,3.585000e-07,8.000000,2.280000e-07,-512.000000,
3.595000e-07,1.800000,3.595000e-07,8.000000,2.290000e-07,-512.000000,
3.605000e-07,1.800000,3.605000e-07,12.000000,2.300000e-07,-512.000000,
3.615000e-07,2.000000,3.615000e-07,12.000000,2.310000e-07,-512.000000,
3.625000e-07,2.000000,3.625000e-07,12.000000,2.320000e-07,-512.000000,
3.635000e-07,2.000000,3.635000e-07,12.000000,2.330000e-07,-512.000000,
3.645000e-07,2.200000,3.645000e-07,12.000000,2.340000e-07,-512.000000,
3.655000e-07,2.000000,3.655000e-07,12.000000,2.350000e-07,-512.000000,
3.665000e-07,2.200000,3.665000e-07,12.000000,2.360000e-07,-512.000000,
3.675000e-07,2.200000,3.675000e-07,12.000000,2.370000e-07,-512.000000,
3.685000e-07,2.200000,3.685000e-07,12.000000,2.380000e-07,-512.000000,
3.695000e-07,2.200000,3.695000e-07,12.000000,2.390000e-07,-512.000000,
3.705000e-07,2.200000,3.705000e-07,12.000000,2.400000e-07,-512.000000,
3.715000e-07,2.200000,3.715000e-07,12.000000,2.410000e-07,-512.000000,
3.725000e-07,2.200000,3.725000e-07,12.000000,2.420000e-07,-512.000000,
3.735000e-07,2.200000,3.735000e-07,12.000000,2.430000e-07,-512.000000,
3.745000e-07,2.200000,3.745000e-07,12.000000,2.440000e-07,-512.000000,
3.755000e-07,2.200000,3.755000e-07,12.000000,2.450000e-07,-512.000000,
3.765000e-07,2.200000,3.765000e-07,12.000000,2.460000e-07,-512.000000,
3.775000e-07,2.200000,3.775000e-07,8.000000,2.470000e-07,-512.000000,
3.785000e-07,2.200000,3.785000e-07,12.000000,2.480000e-07,-512.000000,
3.795000e-07,2.200000,3.795000e-07,12.000000,2.490000e-07,-512.000000,
3.805000e-07,2.200000,3.805000e-07,12.000000,2.500000e-07,-512.000000,
3.815000e-07,2.200000,3.815000e-07,12.000000,2.510000e-07,-512.000000,
3.825000e-07,2.200000,3.825000e-07,12.000000,2.520000e-07,-512.000000,
3.835000e-07,2.200000,3.835000e-07,12.000000,2.530000e-07,-512.000000,
3.845000e-07,2.000000,3.845000e-07,12.000000,2.540000e-07,-512.000000,
3.855000e-07,2.200000,3.855000e-07,8.000000,2.550000e-07,-512.000000,
3.865000e-07,2.000000,3.865000e-07,12.000000,2.560000e-07,-512.000000,
3.875000e-07,2.200000,3.875000e-07,8.000000,2.570000e-07,-512.000000,
3.885000e-07,2.000000,3.885000e-07,12.000000,2.580000e-07,-512.000000,
3.895000e-07,2.200000,3.895000e-07,8.000000,2.590000e-07,-512.000000,
3.905000e-07,2.000000,3.905000e-07,8.000000,2.600000e-07,-512.000000,
3.915000e-07,2.200000,3.915000e-07,8.000000,2.610000e-07,-512.000000,
3.925000e-07,2.000000,3.925000e-07,12.000000,2.620000e-07,-512.000000,
3.935000e-07,2.200000,3.935000e-07,8.000000,2.630000e-07,-512.000000,
3.945000e-07,2.000000,3.945000e-07,12.000000,2.640000e-07,-512.000000,
3.955000e-07,2.200000,3.955000e-07,12.000000,2.650000e-07,-512.000000,
3.965000e-07,2.000000,3.965000e-07,8.000000,2.660000e-07,-512.000000,
3.975000e-07,2.200000,3.975000e-07,8.000000,2.670000e-07,-512.000000,
3.985000e-07,2.000000,3.985000e-07,12.000000,2.680000e-07,-512.000000,
3.995000e-07,2.000000,3.995000e-07,8.000000,2.690000e-07,-512.000000,
4.005000e-07,2.000000,4.005000e-07,8.000000,2.700000e-07,-512.000000,
4.015000e-07,2.000000,4.015000e-07,8.000000,2.710000e-07,-512.000000,
4.025000e-07,2.000000,4.025000e-07,8.000000,2.720000e-07,-512.000000,
4.035000e-07,2.000000,4.035000e-07,8.000000,2.730000e-07,-512.000000,
4.045000e-07,2.000000,4.045000e-07,8.000000,2.740000e-07,-512.000000,
4.055000e-07,2.200000,4.055000e-07,8.000000,2.750000e-07,-512.000000,
4.065000e-07,2.200000,4.065000e-07,8.000000,2.760000e-07,-512.000000,
4.075000e-07,2.200000,4.075000e-07,8.000000,2.770000e-07,-512.000000,
4.085000e-07,2.200000,4.085000e-07,8.000000,2.780000e-07,-512.000000,
4.095000e-07,2.200000,4.095000e-07,8.000000,2.790000e-07,-512.000000,
4.105000e-07,2.200000,4.105000e-07,8.000000,2.800000e-07,-512.000000,
4.115000e-07,2.200000,4.115000e-07,8.000000,2.810000e-07,-512.000000,
4.125000e-07,2.200000,4.125000e-07,12.000000,2.820000e-07,-512.000000,
4.135000e-07,2.200000,4.135000e-07,8.000000,2.830000e-07,-512.000000,
4.145000e-07,2.200000,4.145000e-07,8.000000,2.840000e-07,-512.000000,
4.155000e-07,2.200000,4.155000e-07,8.000000,2.850000e-07,-512.000000,
4.165000e-07,2.200000,4.165000e-07,8.000000,2.860000e-07,-512.000000,
4.175000e-07,2.200000,4.175000e-07,8.000000,2.870000e-07,-512.000000,
4.185000e-07,2.000000,4.185000e-07,8.000000,2.880000e-07,-512.000000,
4.195000e-07,2.000000,4.195000e-07,8.000000,2.890000e-07,-512.000000,
4.205000e-07,2.000000,4.205000e-07,8.000000,2.900000e-07,-512.000000,
4.215000e-07,2.000000,4.215000e-07,8.000000,2.910000e-07,-512.000000,
4.225000e-07,2.000000,4.225000e-07,8.000000,2.920000e-07,-512.000000,
4.235000e-07,2.000000,4.235000e-07,8.000000,2.930000e-07,-512.000000,
4.245000e-07,2.000000,4.245000e-07,8.000000,2.940000e-07,-512.000000,
4.255000e-07,2.000000,4.255000e-07,8.000000,2.950000e-07,-512.000000,
4.265000e-07,2.000000,4.265000e-07,8.000000,2.960000e-07,-512.000000,
4.275000e-07,2.000000,4.275000e-07,4.000000,2.970000e-07,-512.000000,
4.285000e-07,2.000000,4.285000e-07,8.000000,2.980000e-07,-512.000000,
4.295000e-07,2.000000,4.295000e-07,4.000000,2.990000e-07,-512.000000,
4.305000e-07,1.800000,4.305000e-07,8.000000,3.000000e-07,-512.000000,
4.315000e-07,2.000000,4.315000e-07,8.000000,3.010000e-07,-512.000000,
4.325000e-07,2.000000,4.325000e-07,8.000000,3.020000e-07,-512.000000,
4.335000e-07,2.000000,4.335000e-07,4.000000,3.030000e-07,-512.000000,
4.345000e-07,2.000000,4.345000e-07,8.000000,3.040000e-07,-512.000000,
4.355000e-07,2.000000,4.355000e-07,4.000000,3.050000e-07,-512.000000,
4.365000e-07,2.000000,4.365000e-07,8.000000,3.060000e-07,-512.000000,
4.375000e-07,2.000000,4.375000e-07,4.000000,3.070000e-07,-512.000000,
4.385000e-07,2.000000,4.385000e-07,8.000000,3.080000e-07,-512.000000,
4.395000e-07,2.000000,4.395000e-07,8.000000,3.090000e-07,-512.000000,
4.405000e-07,2.000000,4.405000e-07,8.000000,3.100000e-07,-512.000000,
4.415000e-07,2.000000,4.415000e-07,4.000000,3.110000e-07,-512.000000,
4.425000e-07,2.000000,4.425000e-07,8.000000,3.120000e-07,-512.000000,
4.435000e-07,2.000000,4.435000e-07,8.000000,3.130000e-07,-512.000000,
4.445000e-07,2.000000,4.445000e-07,8.000000,3.140000e-07,-512.000000,
4.455000e-07,2.000000,4.455000e-07,8.000000,3.150000e-07,-512.000000,
4.465000e-07,2.000000,4.465000e-07,8.000000,3.160000e-07,-512.000000,
4.475000e-07,2.000000,4.475000e-07,8.000000,3.170000e-07,-512.000000,
4.485000e-07,2.000000,4.485000e-07,8.000000,3.180000e-07,-512.000000,
4.495000e-07,2.000000,4.495000e-07,8.000000,3.190000e-07,-512.000000,
4.505000e-07,2.000000,4.505000e-07,8.000000,3.200000e-07,-512.000000,
4.515000e-07,2.000000,4.515000e-07,8.000000,3.210000e-07,-512.000000,
4.525000e-07,2.000000,4.525000e-07,8.000000,3.220000e-07,-512.000000,
4.535000e-07,2.200000,4.535000e-07,8.000000,3.230000e-07,-512.000000,
4.545000e-07,2.000000,4.545000e-07,8.000000,3.240000e-07,-512.000000,
4.555000e-07,2.200000,4.555000e-07,8.000000,3.250000e-07,-512.000000,
4.565000e-07,2.000000,4.565000e-07,8.000000,3.260000e-07,-512.000000,
4.575000e-07,2.200000,4.575000e-07,8.000000,3.270000e-07,-512.000000,
4.585000e-07,2.000000,4.585000e-07,12.000000,3.280000e-07,-512.000000,
4.595000e-07,2.200000,4.595000e-07,8.000000,3.290000e-07,-512.000000,
4.605000e-07,2.000000,4.605000e-07,8.000000,3.300000e-07,-512.000000,
4.615000e-07,2.200000,4.615000e-07,8.000000,3.310000e-07,-512.000000,
4.625000e-07,2.000000,4.625000e-07,8.000000,3.320000e-07,-512.000000,
4.635000e-07,2.000000,4.635000e-07,8.000000,3.330000e-07,-512.000000,
4.645000e-07,2.000000,4.645000e-07,8.000000,3.340000e-07,-512.000000,
4.655000e-07,2.000000,4.655000e-07,8.000000,3.350000e-07,-512.000000,
4.665000e-07,2.000000,4.665000e-07,8.000000,3.360000e-07,-512.000000,
4.675000e-07,2.200000,4.675000e-07,8.000000,3.370000e-07,-512.000000,
4.685000e-07,2.000000,4.685000e-07,8.000000,3.380000e-07,-512.000000,
4.695000e-07,2.000000,4.695000e-07,8.000000,3.390000e-07,-512.000000,
4.705000e-07,2.000000,4.705000e-07,8.000000,3.400000e-07,-512.000000,
4.715000e-07,2.000000,4.715000e-07,8.000000,3.410000e-07,-512.000000,
4.725000e-07,2.000000,4.725000e-07,8.000000,3.420000e-07,-512.000000,
4.735000e-07,2.000000,4.735000e-07,8.000000,3.430000e-07,-512.000000,
4.745000e-07,2.000000,4.745000e-07,8.000000,3.440000e-07,-512.000000,
4.755000e-07,2.000000,4.755000e-07,8.000000,3.450000e-07,-512.000000,
4.765000e-07,2.000000,4.765000e-07,8.000000,3.460000e-07,-512.000000,
4.775000e-07,2.200000,4.775000e-07,8.000000,3.470000e-07,-512.000000,
4.785000e-07,2.000000,4.785000e-07,8.000000,3.480000e-07,-512.000000,
4.795000e-07,2.000000,4.795000e-07,8.000000,3.490000e-07,-512.000000,
4.805000e-07,2.000000,4.805000e-07,8.000000,3.500000e-07,-512.000000,
4.815000e-07,2.000000,4.815000e-07,8.000000,3.510000e-07,-512.000000,
4.825000e-07,2.000000,4.825000e-07,8.000000,3.520000e-07,-512.000000,
4.835000e-07,2.000000,4.835000e-07,8.000000,3.530000e-07,-512.000000,
4.845000e-07,2.000000,4.845000e-07,8.000000,3.540000e-07,-512.000000,
4.855000e-07,2.000000,4.855000e-07,8.000000,3.550000e-07,-512.000000,
4.865000e-07,2.000000,4.865000e-07,8.000000,3.560000e-07,-512.000000,
4.875000e-07,1.800000,4.875000e-07,8.000000,3.570000e-07,-512.000000,
4.885000e-07,1.800000,4.885000e-07,8.000000,3.580000e-07,-512.000000,
4.895000e-07,2.000000,4.895000e-07,8.000000,3.590000e-07,-512.000000,
4.905000e-07,1.800000,4.905000e-07,8.000000,3.600000e-07,-512.000000,
4.915000e-07,2.000000,4.915000e-07,8.000000,3.610000e-07,-512.000000,
4.925000e-07,1.800000,4.925000e-07,8.000000,3.620000e-07,-512.000000,
4.935000e-07,2.000000,4.935000e-07,4.000000,3.630000e-07,-512.000000,
4.945000e-07,1.800000,4.945000e-07,8.000000,3.640000e-07,-512.000000,
4.955000e-07,2.000000,4.955000e-07,4.000000,3.650000e-07,-512.000000,
4.965000e-07,1.800000,4.965000e-07,8.000000,3.660000e-07,-512.000000,
4.975000e-07,1.800000,4.975000e-07,8.000000,3.670000e-07,-512.000000,
4.985000e-07,1.800000,4.985000e-07,8.000000,3.680000e-07,-512.000000,
4.995000e-07,1.800000,4.995000e-07,4.000000,3.690000e-07,-512.000000,
5.005000e-07,1.800000,5.005000e-07,4.000000,3.700000e-07,-512.000000,
5.015000e-07,1.800000,5.015000e-07,4.000000,3.710000e-07,-512.000000,
5.025000e-07,1.800000,5.025000e-07,8.000000,3.720000e-07,-512.000000,
5.035000e-07,1.800000,5.035000e-07,4.000000,3.730000e-07,-512.000000,
5.045000e-07,1.600000,5.045000e-07,4.000000,3.740000e-07,-512.000000,
5.055000e-07,1.800000,5.055000e-07,4.000000,3.750000e-07,-512.000000,
5.065000e-07,1.800000,5.065000e-07,4.000000,3.760000e-07,-512.000000,
5.075000e-07,1.800000,5.075000e-07,4.000000,3.770000e-07,-512.000000,
5.085000e-07,1.600000,5.085000e-07,4.000000,3.780000e-07,-512.000000,
5.095000e-07,1.600000,5.095000e-07,4.000000,3.790000e-07,-512.000000,
5.105000e-07,1.600000,5.105000e-07,4.000000,3.800000e-07,-512.000000,
5.115000e-07,1.600000,5.115000e-07,4.000000,3.810000e-07,-512.000000,
5.125000e-07,1.600000,5.125000e-07,4.000000,3.820000e-07,-512.000000,
5.135000e-07,1.600000,5.135000e-07,4.000000,3.830000e-07,-512.000000,
5.145000e-07,1.400000,5.145000e-07,4.000000,3.840000e-07,-512.000000,
5.155000e-07,1.600000,5.155000e-07,4.000000,3.850000e-07,-512.000000,
5.165000e-07,1.400000,5.165000e-07,4.000000,3.860000e-07,-512.000000,
5.175000e-07,1.400000,5.175000e-07,4.000000,3.870000e-07,-512.000000,
5.185000e-07,1.400000,5.185000e-07,4.000000,3.880000e-07,-512.000000,
5.195000e-07,1.400000,5.195000e-07,4.000000,3.890000e-07,-512.000000,
5.205000e-07,1.400000,5.205000e-07,4.000000,3.900000e-07,-512.000000,
5.215000e-07,1.400000,5.215000e-07,4.000000,3.910000e-07,-512.000000,
5.225000e-07,1.400000,5.225000e-07,4.000000,3.920000e-07,-512.000000,
5.235000e-07,1.400000,5.235000e-07,4.000000,3.930000e-07,-512.000000,
5.245000e-07,1.200000,5.245000e-07,4.000000,3.940000e-07,-512.000000,
5.255000e-07,1.400000,5.255000e-07,4.000000,3.950000e-07,-512.000000,
5.265000e-07,1.200000,5.265000e-07,4.000000,3.960000e-07,-512.000000,
5.275000e-07,1.400000,5.275000e-07,4.000000,3.970000e-07,-512.000000,
5.285000e-07,1.200000,5.285000e-07,4.000000,3.980000e-07,-512.000000,
5.295000e-07,1.400000,5.295000e-07,4.000000,3.990000e-07,-512.000000,
5.305000e-07,1.400000,5.305000e-07,4.000000,4.000000e-07,-512.000000,
5.315000e-07,1.400000,5.315000e-07,4.000000,4.010000e-07,-512.000000,
5.325000e-07,1.200000,5.325000e-07,4.000000,4.020000e-07,-512.000000,
5.335000e-07,1.200000,5.335000e-07,4.000000,4.030000e-07,-512.000000,
5.345000e-07,1.200000,5.345000e-07,4.000000,4.040000e-07,-512.000000,
5.355000e-07,1.200000,5.355000e-07,4.000000,4.050000e-07,-512.000000,
5.365000e-07,1.200000,5.365000e-07,4.000000,4.060000e-07,-512.000000,
5.375000e-07,1.200000,5.375000e-07,4.000000,4.070000e-07,-512.000000,
5.385000e-07,1.200000,5.385000e-07,4.000000,4.080000e-07,-512.000000,
5.395000e-07,1.200000,5.395000e-07,4.000000,4.090000e-07,-512.000000,
5.405000e-07,1.200000,5.405000e-07,4.000000,4.100000e-07,-512.000000,
5.415000e-07,1.200000,5.415000e-07,4.000000,4.110000e-07,-512.000000,
5.425000e-07,1.200000,5.425000e-07,4.000000,4.120000e-07,-512.000000,
5.435000e-07,1.200000,5.435000e-07,8.000000,4.130000e-07,-512.000000,
5.445000e-07,1.200000,5.445000e-07,8.000000,4.140000e-07,-512.000000,
5.455000e-07,1.200000,5.455000e-07,8.000000,4.150000e-07,-512.000000,
5.465000e-07,1.400000,5.465000e-07,8.000000,4.160000e-07,-512.000000,
5.475000e-07,1.400000,5.475000e-07,8.000000,4.170000e-07,-512.000000,
5.485000e-07,1.200000,5.485000e-07,8.000000,4.180000e-07,-512.000000,
5.495000e-07,1.200000,5.495000e-07,8.000000,4.190000e-07,-512.000000,
5.505000e-07,1.200000,5.505000e-07,8.000000,4.200000e-07,-512.000000,
5.515000e-07,1.200000,5.515000e-07,8.000000,4.210000e-07,-512.000000,
5.525000e-07,1.200000,5.525000e-07,8.000000,4.220000e-07,-512.000000,
5.535000e-07,1.200000,5.535000e-07,4.000000,4.230000e-07,-512.000000,
5.545000e-07,1.200000,5.545000e-07,8.000000,4.240000e-07,-512.000000,
5.555000e-07,1.200000,5.555000e-07,4.000000,4.250000e-07,-512.000000,
5.565000e-07,1.200000,5.565000e-07,8.000000,4.260000e-07,-512.000000,
5.575000e-07,1.200000,5.575000e-07,8.000000,4.270000e-07,-512.000000,
5.585000e-07,1.200000,5.585000e-07,8.000000,4.280000e-07,-512.000000,
5.595000e-07,1.200000,5.595000e-07,4.000000,4.290000e-07,-512.000000,
5.605000e-07,1.200000,5.605000e-07,8.000000,4.300000e-07,-512.000000,
5.615000e-07,1.200000,5.615000e-07,4.000000,4.310000e-07,-512.000000,
5.625000e-07,1.200000,5.625000e-07,8.000000,4.320000e-07,-512.000000,
5.635000e-07,1.200000,5.635000e-07,8.000000,4.330000e-07,-512.000000,
5.645000e-07,1.000000,5.645000e-07,8.000000,4.340000e-07,-512.000000,
5.655000e-07,1.200000,5.655000e-07,4.000000,4.350000e-07,-512.000000,
5.665000e-07,1.000000,5.665000e-07,8.000000,4.360000e-07,-512.000000,
5.675000e-07,1.200000,5.675000e-07,4.000000,4.370000e-07,-512.000000,
5.685000e-07,1.000000,5.685000e-07,4.000000,4.380000e-07,-512.000000,
5.695000e-07,1.000000,5.695000e-07,4.000000,4.390000e-07,-512.000000,
5.705000e-07,1.000000,5.705000e-07,8.000000,4.400000e-07,-512.000000,
5.715000e-07,1.200000,5.715000e-07,4.000000,4.410000e-07,-512.000000,
5.725000e-07,1.200000,5.725000e-07,8.000000,4.420000e-07,-512.000000,
5.735000e-07,1.000000,5.735000e-07,4.000000,4.430000e-07,-512.000000,
5.745000e-07,1.000000,5.745000e-07,4.000000,4.440000e-07,-512.000000,
5.755000e-07,1.000000,5.755000e-07,4.000000,4.450000e-07,-512.000000,
5.765000e-07,1.000000,5.765000e-07,4.000000,4.460000e-07,-512.000000,
5.775000e-07,1.000000,5.775000e-07,4.000000,4.470000e-07,-512.000000,
5.785000e-07,1.000000,5.785000e-07,8.000000,4.480000e-07,-512.000000,
5.795000e-07,1.000000,5.795000e-07,4.000000,4.490000e-07,-512.000000,
5.805000e-07,1.000000,5.805000e-07,4.000000,4.500000e-07,-512.000000,
5.815000e-07,1.000000,5.815000e-07,4.000000,4.510000e-07,-512.000000,
5.825000e-07,1.000000,5.825000e-07,8.000000,4.520000e-07,-512.000000,
5.835000e-07,1.000000,5.835000e-07,4.000000,4.530000e-07,-512.000000,
5.845000e-07,1.000000,5.845000e-07,8.000000,4.540000e-07,-512.000000,
5.855000e-07,1.000000,5.855000e-07,8.000000,4.550000e-07,-512.000000,
5.865000e-07,1.000000,5.865000e-07,4.000000,4.560000e-07,-512.000000,
5.875000e-07,1.000000,5.875000e-07,8.000000,4.570000e-07,-512.000000,
5.885000e-07,0.800000,5.885000e-07,4.000000,4.580000e-07,-512.000000,
5.895000e-07,1.000000,5.895000e-07,4.000000,4.590000e-07,-512.000000,
5.905000e-07,0.800000,5.905000e-07,4.000000,4.600000e-07,-512.000000,
5.915000e-07,0.800000,5.915000e-07,4.000000,4.610000e-07,-512.000000,
5.925000e-07,0.800000,5.925000e-07,4.000000,4.620000e-07,-512.000000,
5.935000e-07,0.800000,5.935000e-07,4.000000,4.630000e-07,-512.000000,
5.945000e-07,0.800000,5.945000e-07,4.000000,4.640000e-07,-512.000000,
5.955000e-07,0.800000,5.955000e-07,4.000000,4.650000e-07,-512.000000,
5.965000e-07,0.800000,5.965000e-07,4.000000,4.660000e-07,-512.000000,
5.975000e-07,0.800000,5.975000e-07,4.000000,4.670000e-07,-512.000000,
5.985000e-07,0.800000,5.985000e-07,4.000000,4.680000e-07,-512.000000,
5.995000e-07,0.800000,5.995000e-07,4.000000,4.690000e-07,-512.000000,
6.005000e-07,0.800000,6.005000e-07,4.000000,4.700000e-07,-512.000000,
6.015000e-07,0.800000,6.015000e-07,4.000000,4.710000e-07,-512.000000,
6.025000e-07,0.800000,6.025000e-07,4.000000,4.720000e-07,-512.000000,
6.035000e-07,0.600000,6.035000e-07,4.000000,4.730000e-07,-512.000000,
6.045000e-07,0.800000,6.045000e-07,4.000000,4.740000e-07,-512.000000,
6.055000e-07,0.800000,6.055000e-07,4.000000,4.750000e-07,-512.000000,
6.065000e-07,0.800000,6.065000e-07,4.000000,4.760000e-07,-512.000000,
6.075000e-07,0.600000,6.075000e-07,4.000000,4.770000e-07,-512.000000,
6.085000e-07,0.800000,6.085000e-07,4.000000,4.780000e-07,-512.000000,
6.095000e-07,0.600000,6.095000e-07,4.000000,4.790000e-07,-512.000000,
6.105000e-07,0.600000,6.105000e-07,0.000000,4.800000e-07,-512.000000,
6.115000e-07,0.600000,6.115000e-07,4.000000,4.810000e-07,-512.000000,
6.125000e-07,0.600000,6.125000e-07,0.000000,4.820000e-07,-512.000000,
6.135000e-07,0.600000,6.135000e-07,4.000000,4.830000e-07,-512.000000,
6.145000e-07,0.600000,6.145000e-07,4.000000,4.840000e-07,-512.000000,
6.155000e-07,0.600000,6.155000e-07,4.000000,4.850000e-07,-512.000000,
6.165000e-07,0.600000,6.165000e-07,4.000000,4.860000e-07,-512.000000,
6.175000e-07,0.600000,6.175000e-07,0.000000,4.870000e-07,-512.000000,
6.185000e-07,0.600000,6.185000e-07,4.000000,4.880000e-07,-512.000000,
6.195000e-07,0.600000,6.195000e-07,0.000000,4.890000e-07,-512.000000,
6.205000e-07,0.600000,6.205000e-07,4.000000,4.900000e-07,-512.000000,
6.215000e-07,0.600000,6.215000e-07,0.000000,4.910000e-07,-512.000000,
6.225000e-07,0.600000,6.225000e-07,4.000000,4.920000e-07,-512.000000,
6.235000e-07,0.600000,6.235000e-07,0.000000,4.930000e-07,-512.000000,
6.245000e-07,0.400000,6.245000e-07,4.000000,4.940000e-07,-512.000000,
6.255000e-07,0.400000,6.255000e-07,4.000000,4.950000e-07,-512.000000,
6.265000e-07,0.400000,6.265000e-07,0.000000,4.960000e-07,-512.000000,
6.275000e-07,0.400000,6.275000e-07,4.000000,4.970000e-07,-512.000000,
6.285000e-07,0.400000,6.285000e-07,4.000000,4.980000e-07,-512.000000,
6.295000e-07,0.400000,6.295000e-07,4.000000,4.990000e-07,-512.000000,
6.305000e-07,0.400000,6.305000e-07,4.000000,5.000000e-07,-512.000000,
6.315000e-07,0.400000,6.315000e-07,4.000000,5.010000e-07,-512.000000,
6.325000e-07,0.400000,6.325000e-07,4.000000,5.020000e-07,-512.000000,
6.335000e-07,0.600000,6.335000e-07,4.000000,5.030000e-07,-512.000000,
6.345000e-07,0.400000,6.345000e-07,4.000000,5.040000e-07,-512.000000,
6.355000e-07,0.600000,6.355000e-07,4.000000,5.050000e-07,-512.000000,
6.365000e-07,0.400000,6.365000e-07,4.000000,5.060000e-07,-512.000000,
6.375000e-07,0.400000,6.375000e-07,4.000000,5.070000e-07,-512.000000,
6.385000e-07,0.400000,6.385000e-07,4.000000,5.080000e-07,-512.000000,
6.395000e-07,0.400000,6.395000e-07,4.000000,5.090000e-07,-512.000000,
